"ID","District ID","District Name","State Name","REGION","School Type","Start of Year Status","Equal Mix schools","Majority Non-White schools","Majority White schools","NA schools","TOTAL schools","Percent Equal Mix schools","Percent Majority Non-White schools","Percent Majority White schools","Percent NA schools","Total students","Size_DESC","White_students","Non-White_students","Percent White_students","Percent Non-White students","DISNDX","DISNDX_DESC"
364.00,"0400448","Desert Sky Community School Inc. (88308)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,39.00,"Less than 500 students",30.00,9.00,0.76,0.23,,"NA"
365.00,"0400450","Agua Fria Union High School District (4289)","Arizona","West Region","1-Regular school","1-Open",0.00,5.00,0.00,1.00,6.00,0.00,0.83,0.00,0.16,9632.00,"1,000 - 10,000 students",2900.00,6732.00,0.30,0.69,24.06,"10 - 25"
366.00,"0400480","Aguila Elementary District (4249)","Arizona","West Region","1-Regular school","1-Open",0.00,2.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,142.00,"Less than 500 students",5.00,137.00,0.03,0.96,6.86,"Less than 10"
367.00,"0400520","Ajo Unified District (4409)","Arizona","West Region","1-Regular school","1-Open",0.00,2.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,403.00,"Less than 500 students",57.00,346.00,0.14,0.85,0.19,"Less than 10"
368.00,"0400600","Alhambra Elementary District (4280)","Arizona","West Region","1-Regular school","1-Open",0.00,17.00,0.00,0.00,17.00,0.00,1.00,0.00,0.00,10157.00,"10,001 - 50,000 students",447.00,9710.00,0.04,0.95,30.29,"25.1 - 50"
369.00,"0400608","BASIS Charter Schools Inc. (81078)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,994.00,"500 - 999 students",254.00,740.00,0.25,0.74,,"NA"
370.00,"0400610","Desert Heights Charter Schools (81099)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,907.00,"500 - 999 students",478.00,429.00,0.52,0.47,,"NA"
371.00,"0400613","Educational Impact Inc. (81123)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,123.00,"Less than 500 students",33.00,90.00,0.26,0.73,,"NA"
372.00,"0400614","MCCCD on behalf of Phoenix College Preparatory Aca (81174)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,243.00,"Less than 500 students",18.00,225.00,0.07,0.92,,"NA"
373.00,"0400616","New School for the Arts Middle School (80985)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,88.00,"Less than 500 students",52.00,36.00,0.59,0.40,,"NA"
374.00,"0400630","Alpine Elementary District (4161)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,59.00,"Less than 500 students",45.00,14.00,0.76,0.23,,"NA"
375.00,"0400632","Cochise Community Development Corporation (81027)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,354.00,"Less than 500 students",158.00,196.00,0.44,0.55,,"NA"
376.00,"0400637","Edkey Inc. - Redwood Academy (81043)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,180.00,"Less than 500 students",55.00,125.00,0.30,0.69,,"NA"
377.00,"0400638","Edkey Inc. - Pathfinder Academy (81045)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,3.00,0.00,3.00,0.00,0.00,1.00,0.00,1035.00,"1,000 - 10,000 students",777.00,258.00,0.75,0.24,36.43,"25.1 - 50"
378.00,"0400641","Edkey Inc. - Sequoia Ranch School (81052)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,100.00,"Less than 500 students",2.00,98.00,0.02,0.98,,"NA"
379.00,"0400649","Heritage Elementary School (81076)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,1.00,0.00,2.00,0.00,0.50,0.50,0.00,892.00,"500 - 999 students",187.00,705.00,0.20,0.79,14.57,"10 - 25"
380.00,"0400653","Edkey Inc. - Arizona Conservatory for Arts and Ac (79981)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,1.00,0.00,2.00,0.00,0.50,0.50,0.00,314.00,"Less than 500 students",169.00,145.00,0.53,0.46,16.51,"10 - 25"
381.00,"0400655","Veritas Preparatory Academy (80992)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,801.00,"500 - 999 students",498.00,303.00,0.62,0.37,,"NA"
382.00,"0400680","Amphitheater Unified District (4406)","Arizona","West Region","1-Regular school","1-Open",0.00,12.00,9.00,0.00,21.00,0.00,0.57,0.42,0.00,11960.00,"10,001 - 50,000 students",5145.00,6815.00,0.43,0.56,39.16,"25.1 - 50"
383.00,"0400720","Antelope Union High School District (4506)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,1.00,0.00,2.00,0.00,0.50,0.50,0.00,200.00,"Less than 500 students",48.00,152.00,0.24,0.76,2.08,"Less than 10"
384.00,"0400745","Legacy Traditional School - Maricopa (88360)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1268.00,"1,000 - 10,000 students",445.00,823.00,0.35,0.64,,"NA"
385.00,"0400746","Eduprize Schools LLC (89412)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,3.00,0.00,3.00,0.00,0.00,1.00,0.00,3119.00,"1,000 - 10,000 students",1988.00,1131.00,0.63,0.36,4.26,"Less than 10"
386.00,"0400747","Scottsdale Preparatory Academy (89756)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,875.00,"500 - 999 students",596.00,279.00,0.68,0.31,,"NA"
387.00,"0400748","Sage Academy Inc. (89414)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,114.00,"Less than 500 students",41.00,73.00,0.35,0.64,,"NA"
388.00,"0400750","Apache Elementary District (4178)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,12.00,"Less than 500 students",10.00,2.00,0.83,0.16,,"NA"
389.00,"0400751","Concordia Charter School Inc. (89556)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,1.00,2.00,0.00,0.50,0.00,0.50,94.00,"Less than 500 students",9.00,85.00,0.09,0.90,0.00,"Less than 10"
390.00,"0400754","Imagine Desert West Middle Inc. (89563)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,444.00,"Less than 500 students",10.00,434.00,0.02,0.97,,"NA"
391.00,"0400755","Freedom Academy Inc. (89506)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,329.00,"Less than 500 students",216.00,113.00,0.65,0.34,,"NA"
392.00,"0400756","Imagine Camelback Middle Inc. (89561)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,161.00,"Less than 500 students",6.00,155.00,0.03,0.96,,"NA"
393.00,"0400757","Arete Preparatory Academy (89486)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,560.00,"500 - 999 students",303.00,257.00,0.54,0.45,,"NA"
394.00,"0400758","Candeo Schools Inc. (89758)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,594.00,"500 - 999 students",407.00,187.00,0.68,0.31,,"NA"
395.00,"0400760","Glendale Preparatory Academy (89829)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,610.00,"500 - 999 students",389.00,221.00,0.63,0.36,,"NA"
396.00,"0400763","EAGLE South Mountain Charter Inc. (89850)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,458.00,"Less than 500 students",38.00,420.00,0.08,0.91,,"NA"
397.00,"0400764","ASU Preparatory Academy (89949)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,432.00,"Less than 500 students",20.00,412.00,0.04,0.95,,"NA"
398.00,"0400766","Imagine Coolidge Elementary Inc. (89786)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,681.00,"500 - 999 students",111.00,570.00,0.16,0.83,,"NA"
399.00,"0400769","Imagine Prep Coolidge Inc. (90034)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,526.00,"500 - 999 students",77.00,449.00,0.14,0.85,,"NA"
400.00,"0400770","Imagine Prep Surprise Inc. (89790)","Arizona","West Region","1-Regular school","1-Open",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,290.00,"Less than 500 students",145.00,145.00,0.50,0.50,,"NA"
401.00,"0400771","Blue Adobe Project (89871)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,70.00,"Less than 500 students",34.00,36.00,0.48,0.51,,"NA"
402.00,"0400774","Daisy Education Corporation dba Sonoran Science Ac (89915)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,465.00,"Less than 500 students",163.00,302.00,0.35,0.64,,"NA"
403.00,"0400775","San Tan Montessori School Inc. (89798)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,867.00,"500 - 999 students",526.00,341.00,0.60,0.39,,"NA"
404.00,"0400776","Daisy Education Corporation dba Sonoran Science Ac (89914)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,380.00,"Less than 500 students",28.00,352.00,0.07,0.92,,"NA"
405.00,"0400778","Daisy Education Corporation dba Paragon Science Ac (89917)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,548.00,"500 - 999 students",197.00,351.00,0.35,0.64,,"NA"
406.00,"0400780","Imagine Avondale Elementary Inc. (89784)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,447.00,"Less than 500 students",30.00,417.00,0.06,0.93,,"NA"
407.00,"0400781","Math and Science Success Academy Inc. (89852)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,727.00,"500 - 999 students",24.00,703.00,0.03,0.96,,"NA"
408.00,"0400782","Haven Montessori Children's House Inc. (89951)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,83.00,"Less than 500 students",64.00,19.00,0.77,0.22,,"NA"
409.00,"0400783","Imagine Prep Superstition Inc. (89788)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,297.00,"Less than 500 students",159.00,138.00,0.53,0.46,,"NA"
410.00,"0400786","West Valley Arts and Technology Academy Inc. (90036)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,247.00,"Less than 500 students",6.00,241.00,0.02,0.97,,"NA"
411.00,"0400788","ASU Preparatory Academy (90273)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,107.00,"Less than 500 students",3.00,104.00,0.02,0.97,,"NA"
412.00,"0400789","Kaizen Education Foundation dba Liberty Arts Acade (90334)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,350.00,"Less than 500 students",152.00,198.00,0.43,0.56,,"NA"
413.00,"0400790","Apache Junction Unified District (4443)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,4.00,0.00,5.00,0.00,0.20,0.80,0.00,3021.00,"1,000 - 10,000 students",1582.00,1439.00,0.52,0.47,6.97,"Less than 10"
414.00,"0400793","Morrison Education Group Inc. (90192)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,575.00,"500 - 999 students",34.00,541.00,0.05,0.94,,"NA"
415.00,"0400797","Academy Del Sol Inc. (90199)","Arizona","West Region","1-Regular school","1-Open",0.00,2.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,720.00,"500 - 999 students",62.00,658.00,0.08,0.91,30.31,"25.1 - 50"
416.00,"0400798","Pioneer Preparatory School (90140)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,399.00,"Less than 500 students",4.00,395.00,0.01,0.98,,"NA"
417.00,"0400799","Kaizen Education Foundation dba Gilbert Arts Acade (90333)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,176.00,"Less than 500 students",78.00,98.00,0.44,0.55,,"NA"
418.00,"0400800","The Odyssey Preparatory Academy Inc. (90287)","Arizona","West Region","1-Regular school","1-Open",0.00,4.00,0.00,0.00,4.00,0.00,1.00,0.00,0.00,3437.00,"1,000 - 10,000 students",1364.00,2073.00,0.39,0.60,10.82,"10 - 25"
419.00,"0400802","Imagine Avondale Middle Inc. (90162)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,220.00,"Less than 500 students",15.00,205.00,0.06,0.93,,"NA"
420.00,"0400803","CAFA Inc. dba Learning Foundation and Performing  (90327)","Arizona","West Region","1-Regular school","1-Open",0.00,2.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,738.00,"500 - 999 students",313.00,425.00,0.42,0.57,8.43,"Less than 10"
421.00,"0400805","Choice Academies Inc. (90138)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,1.00,0.00,2.00,0.00,0.50,0.50,0.00,658.00,"500 - 999 students",286.00,372.00,0.43,0.56,5.08,"Less than 10"
422.00,"0400807","Daisy Education Corporation dba. Sonoran Science A (90284)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,197.00,"Less than 500 students",69.00,128.00,0.35,0.64,,"NA"
423.00,"0400810","Imagine Superstition Middle Inc. (90160)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,153.00,"Less than 500 students",78.00,75.00,0.50,0.49,,"NA"
424.00,"0400815","Research Based Education Corporation (90275)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,,"NA",,,,,,"NA"
425.00,"0400817","Ed Ahead (90506)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,20.00,"Less than 500 students",4.00,16.00,0.20,0.80,,"NA"
426.00,"0400818","BASIS Charter Schools Inc. (90508)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,565.00,"500 - 999 students",240.00,325.00,0.42,0.57,,"NA"
427.00,"0400819","Anthem Preparatory Academy (90532)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1029.00,"1,000 - 10,000 students",688.00,341.00,0.66,0.33,,"NA"
428.00,"0400820","Compass Points International Inc (90533)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,160.00,"Less than 500 students",105.00,55.00,0.65,0.34,,"NA"
429.00,"0400822","Daisy Education Corporation dba. Sonoran Science A (90541)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,233.00,"Less than 500 students",113.00,120.00,0.48,0.51,,"NA"
430.00,"0400823","Kaizen Education Foundation dba Mission Heights Pr (90548)","Arizona","West Region","1-Regular school","1-Open",0.00,2.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,631.00,"500 - 999 students",218.00,413.00,0.34,0.65,23.25,"10 - 25"
431.00,"0400824","Leading Edge Academy Maricopa (90637)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,804.00,"500 - 999 students",234.00,570.00,0.29,0.70,,"NA"
432.00,"0400827","Arizona Education Solutions (90758)","Arizona","West Region","1-Regular school","1-Open",0.00,2.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,1204.00,"1,000 - 10,000 students",482.00,722.00,0.40,0.59,4.83,"Less than 10"
433.00,"0400828","Arizona Agribusiness & Equine Center Inc. (90779)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,412.00,"Less than 500 students",138.00,274.00,0.33,0.66,,"NA"
434.00,"0400829","BASIS Charter Schools Inc. (90841)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,974.00,"500 - 999 students",156.00,818.00,0.16,0.83,,"NA"
435.00,"0400830","BASIS Charter Schools Inc. (90842)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1146.00,"1,000 - 10,000 students",96.00,1050.00,0.08,0.91,,"NA"
436.00,"0400831","BASIS Charter Schools Inc. (90862)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,737.00,"500 - 999 students",438.00,299.00,0.59,0.40,,"NA"
437.00,"0400832","Archway Classical Academy Trivium West (90915)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,886.00,"500 - 999 students",316.00,570.00,0.35,0.64,,"NA"
438.00,"0400833","Archway Classical Academy Veritas (90916)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,716.00,"500 - 999 students",480.00,236.00,0.67,0.32,,"NA"
439.00,"0400834","Archway Classical Academy Chandler (90917)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,533.00,"500 - 999 students",254.00,279.00,0.47,0.52,,"NA"
440.00,"0400838","Arizona Agribusiness & Equine Center Inc. (91131)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,340.00,"Less than 500 students",274.00,66.00,0.80,0.19,,"NA"
441.00,"0400840","Arlington Elementary District (4274)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,279.00,"Less than 500 students",95.00,184.00,0.34,0.65,,"NA"
442.00,"0400841","Archway Classical Academy Scottsdale (90857)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1059.00,"1,000 - 10,000 students",726.00,333.00,0.68,0.31,,"NA"
443.00,"0400842","Legacy Traditional School - Northwest Tucson (91137)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1321.00,"1,000 - 10,000 students",666.00,655.00,0.50,0.49,,"NA"
444.00,"0400843","BASIS Charter Schools Inc. (91280)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,744.00,"500 - 999 students",169.00,575.00,0.22,0.77,,"NA"
445.00,"0400844","La Tierra Community School Inc (90900)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,120.00,"Less than 500 students",84.00,36.00,0.70,0.30,,"NA"
446.00,"0400845","Leading Edge Academy Queen Creek  (91174)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,364.00,"Less than 500 students",191.00,173.00,0.52,0.47,,"NA"
447.00,"0400847","Legacy Traditional School - Avondale (91135)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1305.00,"1,000 - 10,000 students",246.00,1059.00,0.18,0.81,,"NA"
448.00,"0400849","EAGLE College Prep Harmony LLC (91170)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,158.00,"Less than 500 students",5.00,153.00,0.03,0.96,,"NA"
449.00,"0400850","Reid Traditional Schools' Painted Rock Academy Inc (91317)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,471.00,"Less than 500 students",189.00,282.00,0.40,0.59,,"NA"
450.00,"0400851","Trivium Preparatory Academy (90859)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,894.00,"500 - 999 students",355.00,539.00,0.39,0.60,,"NA"
451.00,"0400852","Kaizen Education Foundation dba Havasu Preparatory (90535)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,210.00,"Less than 500 students",137.00,73.00,0.65,0.34,,"NA"
452.00,"0400855","Legacy Traditional School - Chandler (91133)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1102.00,"1,000 - 10,000 students",432.00,670.00,0.39,0.60,,"NA"
453.00,"0400857","ASU Preparatory Academy (91307)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,498.00,"Less than 500 students",198.00,300.00,0.39,0.60,,"NA"
454.00,"0400858","ASU Preparatory Academy (91303)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,357.00,"Less than 500 students",24.00,333.00,0.06,0.93,,"NA"
455.00,"0400859","ASU Preparatory Academy (91305)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,458.00,"Less than 500 students",164.00,294.00,0.35,0.64,,"NA"
