"ID","District ID","District Name","State Name","REGION","School Type","Start of Year Status","Equal Mix schools","Majority Non-White schools","Majority White schools","NA schools","TOTAL schools","Percent Equal Mix schools","Percent Majority Non-White schools","Percent Majority White schools","Percent NA schools","Total students","Size_DESC","White_students","Non-White_students","Percent White_students","Percent Non-White students","DISNDX","DISNDX_DESC"
251.00,"0400122","Acclaim Charter School (4325)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,268.00,"Less than 500 students",38.00,230.00,0.14,0.85,,"NA"
252.00,"0400126","Montessori Schoolhouse of Tucson Inc. (4428)","Arizona","West Region","1-Regular school","1-Open",0.00,2.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,122.00,"Less than 500 students",48.00,74.00,0.39,0.60,5.06,"Less than 10"
253.00,"0400130","Edkey Inc. dba American Heritage Academy  (6365)","Arizona","West Region","1-Regular school","1-Open",1.00,0.00,1.00,0.00,2.00,0.50,0.00,0.50,0.00,350.00,"Less than 500 students",195.00,155.00,0.55,0.44,7.41,"Less than 10"
254.00,"0400131","The Charter Foundation Inc. (6355)","Arizona","West Region","1-Regular school","1-Open",0.00,5.00,0.00,0.00,5.00,0.00,1.00,0.00,0.00,627.00,"500 - 999 students",107.00,520.00,0.17,0.82,14.00,"10 - 25"
255.00,"0400134","BASIS Charter Schools Inc. (6361)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,806.00,"500 - 999 students",219.00,587.00,0.27,0.72,,"NA"
256.00,"0400135","Challenge School Inc. (6362)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,393.00,"Less than 500 students",216.00,177.00,0.54,0.45,,"NA"
257.00,"0400141","Discovery Plus Academy (6357)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,106.00,"Less than 500 students",88.00,18.00,0.83,0.16,,"NA"
258.00,"0400144","CPLC Community Schools (4300)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,74.00,"Less than 500 students",7.00,67.00,0.09,0.90,,"NA"
259.00,"0400145","Gem Charter School Inc. (6372)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,76.00,"Less than 500 students",30.00,46.00,0.39,0.60,,"NA"
260.00,"0400149","Kaizen Education Foundation dba El Dorado High Sch (4342)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,523.00,"500 - 999 students",18.00,505.00,0.03,0.96,,"NA"
261.00,"0400150","Mexicayotl Academy Inc. (4463)","Arizona","West Region","1-Regular school","1-Open",0.00,2.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,204.00,"Less than 500 students",4.00,200.00,0.01,0.98,83.00,"More than 50"
262.00,"0400151","New Horizon School for the Performing Arts (4366)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,147.00,"Less than 500 students",15.00,132.00,0.10,0.89,,"NA"
263.00,"0400154","Shonto Governing Board of Education Inc. (6353)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,70.00,"Less than 500 students",0.00,70.00,0.00,1.00,,"NA"
264.00,"0400157","Edkey Inc. - Sequoia Choice Schools (4329)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,1.00,0.00,2.00,0.00,0.50,0.50,0.00,3623.00,"1,000 - 10,000 students",2307.00,1316.00,0.63,0.36,12.51,"10 - 25"
265.00,"0400163","Coconino County Accommodation School District (10386)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,21.00,"Less than 500 students",4.00,17.00,0.19,0.80,,"NA"
266.00,"0400165","Keystone Montessori Charter School Inc. (10878)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,179.00,"Less than 500 students",87.00,92.00,0.48,0.51,,"NA"
267.00,"0400181","Benchmark School Inc. (10972)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,410.00,"Less than 500 students",326.00,84.00,0.79,0.20,,"NA"
268.00,"0400182","Cambridge Academy  East  Inc (78888)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,2.00,0.00,2.00,0.00,0.00,1.00,0.00,225.00,"Less than 500 students",141.00,84.00,0.62,0.37,5.49,"Less than 10"
269.00,"0400184","Ball Charter Schools (Dobson) (79204)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,427.00,"Less than 500 students",146.00,281.00,0.34,0.65,,"NA"
270.00,"0400185","Phoenix Education Management LLC (4340)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,410.00,"Less than 500 students",18.00,392.00,0.04,0.95,,"NA"
271.00,"0400187","Stepping Stones Academy (10966)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,217.00,"Less than 500 students",177.00,40.00,0.81,0.18,,"NA"
272.00,"0400190","Liberty Traditional Charter School (10968)","Arizona","West Region","1-Regular school","1-Open",0.00,3.00,0.00,0.00,3.00,0.00,1.00,0.00,0.00,487.00,"Less than 500 students",26.00,461.00,0.05,0.94,60.61,"More than 50"
273.00,"0400191","Fit Kids Inc. dba Champion Schools (78783)","Arizona","West Region","1-Regular school","1-Open",0.00,3.00,0.00,0.00,3.00,0.00,1.00,0.00,0.00,1274.00,"1,000 - 10,000 students",181.00,1093.00,0.14,0.85,40.13,"25.1 - 50"
274.00,"0400202","Academy of Tucson Inc. (78897)","Arizona","West Region","1-Regular school","1-Open",0.00,3.00,0.00,0.00,3.00,0.00,1.00,0.00,0.00,501.00,"500 - 999 students",236.00,265.00,0.47,0.52,1.75,"Less than 10"
275.00,"0400205","Great Expectations Academy (10974)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,214.00,"Less than 500 students",106.00,108.00,0.49,0.50,,"NA"
276.00,"0400208","Mountain Oak Charter School Inc. (78873)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,79.00,"Less than 500 students",61.00,18.00,0.77,0.22,,"NA"
277.00,"0400209","Park View School Inc. (10970)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,1.00,,"NA",,,,,,"NA"
278.00,"0400210","Painted Pony Ranch Charter School (10967)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,87.00,"Less than 500 students",66.00,21.00,0.75,0.24,,"NA"
279.00,"0400211","Mary Ellen Halvorson Educational Foundation. dba:  (10965)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,256.00,"Less than 500 students",193.00,63.00,0.75,0.24,,"NA"
280.00,"0400212","Benson Unified School District (79226)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,4.00,0.00,4.00,0.00,0.00,1.00,0.00,1333.00,"1,000 - 10,000 students",846.00,487.00,0.63,0.36,7.32,"Less than 10"
281.00,"0400213","Painted Desert Demonstration Projects Inc. (79086)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,95.00,"Less than 500 students",1.00,94.00,0.01,0.98,,"NA"
282.00,"0400217","Little Lamb Community School (79050)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,133.00,"Less than 500 students",91.00,42.00,0.68,0.31,,"NA"
283.00,"0400218","American Basic Schools LLC (79215)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,699.00,"500 - 999 students",23.00,676.00,0.03,0.96,,"NA"
284.00,"0400223","Daisy Education Corporation dba Sonoran Science Ac (79049)","Arizona","West Region","1-Regular school","1-Open",0.00,2.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,791.00,"500 - 999 students",274.00,517.00,0.34,0.65,3.66,"Less than 10"
285.00,"0400225","Horizon Community Learning Center Inc. (79264)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,698.00,"500 - 999 students",443.00,255.00,0.63,0.36,,"NA"
286.00,"0400229","Milestones Charter School (79207)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,186.00,"Less than 500 students",83.00,103.00,0.44,0.55,,"NA"
287.00,"0400230","Pathfinder Charter School Foundation (79024)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,472.00,"Less than 500 students",25.00,447.00,0.05,0.94,,"NA"
288.00,"0400231","James Madison Preparatory School (79063)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,156.00,"Less than 500 students",98.00,58.00,0.62,0.37,,"NA"
289.00,"0400232","Self Development Charter School (79072)","Arizona","West Region","1-Regular school","1-Open",0.00,2.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,429.00,"Less than 500 students",197.00,232.00,0.45,0.54,8.82,"Less than 10"
290.00,"0400235","Excalibur Charter Schools Inc. (79214)","Arizona","West Region","1-Regular school","1-Open",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,296.00,"Less than 500 students",148.00,148.00,0.50,0.50,,"NA"
291.00,"0400238","Metropolitan Arts Institute Inc. (5181)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,250.00,"Less than 500 students",99.00,151.00,0.39,0.60,,"NA"
292.00,"0400239","P.L.C. Charter Schools (6235)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,875.00,"500 - 999 students",33.00,842.00,0.03,0.96,,"NA"
293.00,"0400241","Paragon Management Inc. (5180)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,2.00,0.00,2.00,0.00,0.00,1.00,0.00,2794.00,"1,000 - 10,000 students",1741.00,1053.00,0.62,0.37,2.92,"Less than 10"
294.00,"0400244","Edkey Inc. - Sequoia Charter School (6446)","Arizona","West Region","1-Regular school","1-Open",0.00,2.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,734.00,"500 - 999 students",88.00,646.00,0.11,0.88,8.26,"Less than 10"
295.00,"0400246","Edkey Inc. - Sequoia Village School (79211)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,3.00,0.00,3.00,0.00,0.00,1.00,0.00,423.00,"Less than 500 students",305.00,118.00,0.72,0.27,7.16,"Less than 10"
296.00,"0400248","Telesis Center for Learning Inc. (79218)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,2.00,0.00,2.00,0.00,0.00,1.00,0.00,337.00,"Less than 500 students",227.00,110.00,0.67,0.32,0.40,"Less than 10"
297.00,"0400254","Southern Arizona Community Academy Inc. (79000)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,15.00,"Less than 500 students",4.00,11.00,0.26,0.73,,"NA"
298.00,"0400255","Tucson Country Day School Inc. (79073)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,509.00,"500 - 999 students",322.00,187.00,0.63,0.36,,"NA"
299.00,"0400258","Carden of Tucson Inc. (78858)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,61.00,"Less than 500 students",27.00,34.00,0.44,0.55,,"NA"
300.00,"0400263","Patagonia Montessori Elementary School (79069)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,22.00,"Less than 500 students",17.00,5.00,0.77,0.22,,"NA"
301.00,"0400264","Santa Cruz Valley Opportunities in Education Inc. (79066)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,69.00,"Less than 500 students",25.00,44.00,0.36,0.63,,"NA"
302.00,"0400268","Juniper Tree Academy (79064)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,986.00,"500 - 999 students",199.00,787.00,0.20,0.79,,"NA"
303.00,"0400275","Highland Free School (79061)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,44.00,"Less than 500 students",23.00,21.00,0.52,0.47,,"NA"
304.00,"0400278","Deer Valley Charter Schools Inc. (79496)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,26.00,"Less than 500 students",11.00,15.00,0.42,0.57,,"NA"
305.00,"0400279","West Gilbert Charter Elementary School Inc. (79497)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,296.00,"Less than 500 students",100.00,196.00,0.33,0.66,,"NA"
306.00,"0400280","Mohave Accelerated Learning Center (79498)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,507.00,"500 - 999 students",309.00,198.00,0.60,0.39,,"NA"
307.00,"0400281","Masada Charter School Inc. (79499)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,508.00,"500 - 999 students",508.00,0.00,1.00,0.00,,"NA"
308.00,"0400282","Harvest Power Community Development Group Inc. (79501)","Arizona","West Region","1-Regular school","1-Open",0.00,2.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,1679.00,"1,000 - 10,000 students",43.00,1636.00,0.02,0.97,22.41,"10 - 25"
309.00,"0400284","Omega Alpha Academy (79503)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,268.00,"Less than 500 students",1.00,267.00,3.73134328358209e-03,0.99,,"NA"
310.00,"0400290","Pan-American Elementary Charter (79578)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1123.00,"1,000 - 10,000 students",15.00,1108.00,0.01,0.98,,"NA"
311.00,"0400295","Kingman Unified School District (79598)","Arizona","West Region","1-Regular school","1-Open",0.00,2.00,12.00,0.00,14.00,0.00,0.14,0.85,0.00,7178.00,"1,000 - 10,000 students",4526.00,2652.00,0.63,0.36,7.53,"Less than 10"
312.00,"0400310","Calibre Academy (79055)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,546.00,"500 - 999 students",252.00,294.00,0.46,0.53,,"NA"
313.00,"0400317","Khalsa Family Services (79420)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,261.00,"Less than 500 students",170.00,91.00,0.65,0.34,,"NA"
314.00,"0400318","Aprender Tucson (79426)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,208.00,"Less than 500 students",5.00,203.00,0.02,0.97,,"NA"
315.00,"0400320","Acorn Montessori Charter School (79437)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,1.00,0.00,2.00,0.00,0.50,0.50,0.00,518.00,"500 - 999 students",286.00,232.00,0.55,0.44,13.16,"10 - 25"
316.00,"0400323","Crown Charter School Inc (79443)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,353.00,"Less than 500 students",92.00,261.00,0.26,0.73,,"NA"
317.00,"0400326","Success School (79453)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,982.00,"500 - 999 students",167.00,815.00,0.17,0.82,,"NA"
318.00,"0400327","Pointe Schools (79455)","Arizona","West Region","1-Regular school","1-Open",0.00,2.00,1.00,0.00,3.00,0.00,0.66,0.33,0.00,645.00,"500 - 999 students",236.00,409.00,0.36,0.63,29.44,"25.1 - 50"
319.00,"0400329","American Virtual Academy (79461)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,6392.00,"1,000 - 10,000 students",2578.00,3814.00,0.40,0.59,,"NA"
320.00,"0400339","Destiny School Inc. (6258)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,340.00,"Less than 500 students",109.00,231.00,0.32,0.67,,"NA"
321.00,"0400340","Noah Webster Schools - Mesa (10760)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,575.00,"500 - 999 students",294.00,281.00,0.51,0.48,,"NA"
322.00,"0400343","Griffin Foundation Inc. The (79500)","Arizona","West Region","1-Regular school","1-Open",0.00,2.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,136.00,"Less than 500 students",9.00,127.00,0.06,0.93,9.01,"Less than 10"
323.00,"0400359","Challenger Basic School Inc. (79886)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,320.00,"Less than 500 students",264.00,56.00,0.82,0.17,,"NA"
324.00,"0400361","Arizona Community Development Corporation (79947)","Arizona","West Region","1-Regular school","1-Open",0.00,3.00,0.00,0.00,3.00,0.00,1.00,0.00,0.00,2038.00,"1,000 - 10,000 students",424.00,1614.00,0.20,0.79,21.53,"10 - 25"
325.00,"0400363","SC Jensen Corporation Inc. dba Intelli-School (79951)","Arizona","West Region","1-Regular school","1-Open",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,2.00,"Less than 500 students",1.00,1.00,0.50,0.50,,"NA"
326.00,"0400364","PAS Charter Inc. dba Intelli-School (79953)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,8.00,"Less than 500 students",3.00,5.00,0.37,0.62,,"NA"
327.00,"0400366","Valley of the Sun Waldorf Education Association d (79957)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,303.00,"Less than 500 students",184.00,119.00,0.60,0.39,,"NA"
328.00,"0400368","Academy of Mathematics and Science Inc. (79961)","Arizona","West Region","1-Regular school","1-Open",0.00,2.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,792.00,"500 - 999 students",103.00,689.00,0.13,0.86,14.99,"10 - 25"
329.00,"0400370","Midtown Primary School (79994)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,108.00,"Less than 500 students",16.00,92.00,0.14,0.85,,"NA"
330.00,"0400373","Tucson International Academy Inc. (79979)","Arizona","West Region","1-Regular school","1-Open",0.00,4.00,0.00,0.00,4.00,0.00,1.00,0.00,0.00,409.00,"Less than 500 students",38.00,371.00,0.09,0.90,15.70,"10 - 25"
331.00,"0400374","Bell Canyon Charter School Inc (79983)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,286.00,"Less than 500 students",94.00,192.00,0.32,0.67,,"NA"
332.00,"0400376","Cortez Park Charter Middle School Inc. (79988)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,270.00,"Less than 500 students",13.00,257.00,0.04,0.95,,"NA"
333.00,"0400377","West Gilbert Charter Middle School Inc. (79990)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,79.00,"Less than 500 students",22.00,57.00,0.27,0.72,,"NA"
334.00,"0400381","Carpe Diem Collegiate High School (80001)","Arizona","West Region","1-Regular school","1-Open",0.00,2.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,198.00,"Less than 500 students",31.00,167.00,0.15,0.84,3.45,"Less than 10"
335.00,"0400390","Camelback Education Inc (79905)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,617.00,"500 - 999 students",22.00,595.00,0.03,0.96,,"NA"
336.00,"0400395","LEAD Charter Schools (79967)","Arizona","West Region","1-Regular school","1-Open",0.00,3.00,1.00,0.00,4.00,0.00,0.75,0.25,0.00,1035.00,"1,000 - 10,000 students",447.00,588.00,0.43,0.56,9.16,"Less than 10"
337.00,"0400397","CAFA Inc. dba Learning Foundation Performing Arts (79971)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,190.00,"Less than 500 students",44.00,146.00,0.23,0.76,,"NA"
338.00,"0400399","Montessori Academy Inc. (80011)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,142.00,"Less than 500 students",95.00,47.00,0.66,0.33,,"NA"
339.00,"0400401","New World Educational Center (78882)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,176.00,"Less than 500 students",6.00,170.00,0.03,0.96,,"NA"
340.00,"0400402","Cholla Academy (5186)","Arizona","West Region","1-Regular school","1-Open",0.00,2.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,536.00,"500 - 999 students",106.00,430.00,0.19,0.80,12.60,"10 - 25"
341.00,"0400403","Akimel O Otham Pee Posh Charter School Inc. (5978)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,39.00,"Less than 500 students",0.00,39.00,0.00,1.00,,"NA"
342.00,"0400404","Akimel O'Otham Pee Posh Charter School Inc. (78966)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,9.00,"Less than 500 students",0.00,9.00,0.00,1.00,,"NA"
343.00,"0400406","Happy Valley School Inc. (79081)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,546.00,"500 - 999 students",390.00,156.00,0.71,0.28,,"NA"
344.00,"0400407","CITY Center for Collaborative Learning (85448)","Arizona","West Region","1-Regular school","1-Open",0.00,3.00,0.00,0.00,3.00,0.00,1.00,0.00,0.00,324.00,"Less than 500 students",137.00,187.00,0.42,0.57,4.49,"Less than 10"
345.00,"0400409","Satori Inc. (85454)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,119.00,"Less than 500 students",78.00,41.00,0.65,0.34,,"NA"
346.00,"0400413","Mohave Accelerated Elementary School Inc. (85516)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,1.00,0.00,2.00,0.00,0.50,0.50,0.00,541.00,"500 - 999 students",292.00,249.00,0.53,0.46,6.82,"Less than 10"
347.00,"0400415","Edkey Inc. (85749)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,274.00,"Less than 500 students",201.00,73.00,0.73,0.26,,"NA"
348.00,"0400417","Arizona Agribusiness & Equine Center Inc. (85816)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,486.00,"Less than 500 students",27.00,459.00,0.05,0.94,,"NA"
349.00,"0400419","Gila County Regional School District (87600)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,15.00,"Less than 500 students",0.00,15.00,0.00,1.00,,"NA"
350.00,"0400420","Pillar Charter School (87334)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,9.00,"Less than 500 students",1.00,8.00,0.11,0.88,,"NA"
351.00,"0400424","Rosefield Charter Elementary School Inc. (87399)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,508.00,"500 - 999 students",275.00,233.00,0.54,0.45,,"NA"
352.00,"0400425","East Mesa Charter Elementary School Inc. (87401)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,628.00,"500 - 999 students",284.00,344.00,0.45,0.54,,"NA"
353.00,"0400427","Arizona Connections Academy Charter School Inc. (87407)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,2576.00,"1,000 - 10,000 students",1186.00,1390.00,0.46,0.53,,"NA"
354.00,"0400429","Country Gardens Charter Schools (79074)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,318.00,"Less than 500 students",88.00,230.00,0.27,0.72,,"NA"
355.00,"0400432","Portable Practical Educational Preparation Inc. ( (87405)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,5122.00,"1,000 - 10,000 students",1882.00,3240.00,0.36,0.63,,"NA"
356.00,"0400438","Imagine Charter Elementary at Desert West Inc. (88367)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,694.00,"500 - 999 students",10.00,684.00,0.01,0.98,,"NA"
357.00,"0400439","Desert Star Community School Inc. (88321)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,155.00,"Less than 500 students",118.00,37.00,0.76,0.23,,"NA"
358.00,"0400440","Chandler Preparatory Academy (88299)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,713.00,"500 - 999 students",347.00,366.00,0.48,0.51,,"NA"
359.00,"0400441","Imagine Middle at Surprise Inc. (88372)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,248.00,"Less than 500 students",118.00,130.00,0.47,0.52,,"NA"
360.00,"0400442","Imagine Middle at East Mesa Inc. (88369)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,120.00,"Less than 500 students",48.00,72.00,0.40,0.60,,"NA"
361.00,"0400444","Prescott Valley Charter School (88317)","Arizona","West Region","1-Regular school","1-Open",0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,432.00,"Less than 500 students",240.00,192.00,0.55,0.44,,"NA"
362.00,"0400445","Imagine Charter Elementary at Camelback Inc. (88365)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,365.00,"Less than 500 students",5.00,360.00,0.01,0.98,,"NA"
363.00,"0400447","American Charter Schools Foundation d.b.a. South R (88334)","Arizona","West Region","1-Regular school","1-Open",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,408.00,"Less than 500 students",15.00,393.00,0.03,0.96,,"NA"
